date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
09:07:00	13858/13858	---M-Z	200	added ('OK')	text/html	etag:W/%2263675705-3622%22	https://technext.github.io/CryptoCoin/service.html	C:/My%20Web%20Sites/tour/technext.github.io/CryptoCoin/service.html	(from https://technext.github.io/CryptoCoin/?_ga=2.198476975.1820823984.1669082134-162356297.1667272707)
09:07:00	11945/11945	---M-Z	200	added ('OK')	text/html	etag:W/%2263675705-2ea9%22	https://technext.github.io/CryptoCoin/roadmap.html	C:/My%20Web%20Sites/tour/technext.github.io/CryptoCoin/roadmap.html	(from https://technext.github.io/CryptoCoin/?_ga=2.198476975.1820823984.1669082134-162356297.1667272707)
09:07:01	13433/13433	---M-Z	200	added ('OK')	text/html	etag:W/%2263675705-3479%22	https://technext.github.io/CryptoCoin/feature.html	C:/My%20Web%20Sites/tour/technext.github.io/CryptoCoin/feature.html	(from https://technext.github.io/CryptoCoin/?_ga=2.198476975.1820823984.1669082134-162356297.1667272707)
09:07:01	12219/12219	---M-Z	200	added ('OK')	text/html	etag:W/%2263675705-2fbb%22	https://technext.github.io/CryptoCoin/token.html	C:/My%20Web%20Sites/tour/technext.github.io/CryptoCoin/token.html	(from https://technext.github.io/CryptoCoin/?_ga=2.198476975.1820823984.1669082134-162356297.1667272707)
09:07:01	19578/19578	---M-Z	200	added ('OK')	text/html	etag:W/%2263675705-4c7a%22	https://technext.github.io/CryptoCoin/faq.html	C:/My%20Web%20Sites/tour/technext.github.io/CryptoCoin/faq.html	(from https://technext.github.io/CryptoCoin/?_ga=2.198476975.1820823984.1669082134-162356297.1667272707)
09:07:02	10695/10695	---M-Z	200	added ('OK')	text/html	etag:W/%2263675705-29c7%22	https://technext.github.io/CryptoCoin/404.html	C:/My%20Web%20Sites/tour/technext.github.io/CryptoCoin/404.html	(from https://technext.github.io/CryptoCoin/?_ga=2.198476975.1820823984.1669082134-162356297.1667272707)
09:07:02	14234/14234	---M-Z	200	added ('OK')	text/html	etag:W/%2263675705-379a%22	https://technext.github.io/CryptoCoin/contact.html	C:/My%20Web%20Sites/tour/technext.github.io/CryptoCoin/contact.html	(from https://technext.github.io/CryptoCoin/?_ga=2.198476975.1820823984.1669082134-162356297.1667272707)
09:07:03	1905/1905	---M--	200	added ('OK')	image/png	etag:%2263675705-771%22	https://technext.github.io/CryptoCoin/img/icon-9.png	C:/My%20Web%20Sites/tour/technext.github.io/CryptoCoin/img/icon-9.png	(from https://technext.github.io/CryptoCoin/?_ga=2.198476975.1820823984.1669082134-162356297.1667272707)
09:07:03	1991/1991	---M--	200	added ('OK')	image/png	etag:%2263675705-7c7%22	https://technext.github.io/CryptoCoin/img/icon-10.png	C:/My%20Web%20Sites/tour/technext.github.io/CryptoCoin/img/icon-10.png	(from https://technext.github.io/CryptoCoin/?_ga=2.198476975.1820823984.1669082134-162356297.1667272707)
09:07:03	2584/2584	---M--	200	added ('OK')	image/png	etag:%2263675705-a18%22	https://technext.github.io/CryptoCoin/img/icon-2.png	C:/My%20Web%20Sites/tour/technext.github.io/CryptoCoin/img/icon-2.png	(from https://technext.github.io/CryptoCoin/?_ga=2.198476975.1820823984.1669082134-162356297.1667272707)
09:07:04	2426/2426	---M--	200	added ('OK')	image/png	etag:%2263675705-97a%22	https://technext.github.io/CryptoCoin/img/icon-7.png	C:/My%20Web%20Sites/tour/technext.github.io/CryptoCoin/img/icon-7.png	(from https://technext.github.io/CryptoCoin/?_ga=2.198476975.1820823984.1669082134-162356297.1667272707)
09:07:04	2206/2206	---M--	200	added ('OK')	image/png	etag:%2263675705-89e%22	https://technext.github.io/CryptoCoin/img/icon-6.png	C:/My%20Web%20Sites/tour/technext.github.io/CryptoCoin/img/icon-6.png	(from https://technext.github.io/CryptoCoin/?_ga=2.198476975.1820823984.1669082134-162356297.1667272707)
09:07:04	2892/2892	---M--	200	added ('OK')	image/png	etag:%2263675705-b4c%22	https://technext.github.io/CryptoCoin/img/icon-5.png	C:/My%20Web%20Sites/tour/technext.github.io/CryptoCoin/img/icon-5.png	(from https://technext.github.io/CryptoCoin/?_ga=2.198476975.1820823984.1669082134-162356297.1667272707)
09:07:04	2350/2350	---M--	200	added ('OK')	image/png	etag:%2263675705-92e%22	https://technext.github.io/CryptoCoin/img/icon-4.png	C:/My%20Web%20Sites/tour/technext.github.io/CryptoCoin/img/icon-4.png	(from https://technext.github.io/CryptoCoin/?_ga=2.198476975.1820823984.1669082134-162356297.1667272707)
09:07:04	2532/2532	---M--	200	added ('OK')	image/png	etag:%2263675705-9e4%22	https://technext.github.io/CryptoCoin/img/icon-3.png	C:/My%20Web%20Sites/tour/technext.github.io/CryptoCoin/img/icon-3.png	(from https://technext.github.io/CryptoCoin/?_ga=2.198476975.1820823984.1669082134-162356297.1667272707)
09:07:05	2431/2431	---M--	200	added ('OK')	image/png	etag:%2263675705-97f%22	https://technext.github.io/CryptoCoin/img/icon-8.png	C:/My%20Web%20Sites/tour/technext.github.io/CryptoCoin/img/icon-8.png	(from https://technext.github.io/CryptoCoin/?_ga=2.198476975.1820823984.1669082134-162356297.1667272707)
09:07:05	4609/4609	---M--	200	added ('OK')	image/png	etag:%2263675705-1201%22	https://technext.github.io/CryptoCoin/img/payment-1.png	C:/My%20Web%20Sites/tour/technext.github.io/CryptoCoin/img/payment-1.png	(from https://technext.github.io/CryptoCoin/?_ga=2.198476975.1820823984.1669082134-162356297.1667272707)
09:07:06	4010/4010	---M--	200	added ('OK')	image/png	etag:%2263675705-faa%22	https://technext.github.io/CryptoCoin/img/payment-2.png	C:/My%20Web%20Sites/tour/technext.github.io/CryptoCoin/img/payment-2.png	(from https://technext.github.io/CryptoCoin/?_ga=2.198476975.1820823984.1669082134-162356297.1667272707)
09:07:06	8654/8654	---M--	200	added ('OK')	image/png	etag:%2263675705-21ce%22	https://technext.github.io/CryptoCoin/img/payment-3.png	C:/My%20Web%20Sites/tour/technext.github.io/CryptoCoin/img/payment-3.png	(from https://technext.github.io/CryptoCoin/?_ga=2.198476975.1820823984.1669082134-162356297.1667272707)
09:07:06	530216/530216	---M--	200	added ('OK')	image/png	etag:%2263675705-81728%22	https://technext.github.io/CryptoCoin/img/about.png	C:/My%20Web%20Sites/tour/technext.github.io/CryptoCoin/img/about.png	(from https://technext.github.io/CryptoCoin/?_ga=2.198476975.1820823984.1669082134-162356297.1667272707)
09:07:06	6239/6239	---M--	200	added ('OK')	image/png	etag:%2263675705-185f%22	https://technext.github.io/CryptoCoin/img/payment-4.png	C:/My%20Web%20Sites/tour/technext.github.io/CryptoCoin/img/payment-4.png	(from https://technext.github.io/CryptoCoin/?_ga=2.198476975.1820823984.1669082134-162356297.1667272707)
09:07:08	198235/198235	---M--	200	added ('OK')	image/png	etag:%2263675705-3065b%22	https://technext.github.io/CryptoCoin/img/hero-1.png	C:/My%20Web%20Sites/tour/technext.github.io/CryptoCoin/img/hero-1.png	(from https://technext.github.io/CryptoCoin/?_ga=2.198476975.1820823984.1669082134-162356297.1667272707)
09:07:09	88145/88145	---M-Z	200	added ('OK')	application/javascript	etag:W/%2262f659d6-15851%22	https://code.jquery.com/jquery-3.4.1.min.js	C:/My%20Web%20Sites/tour/code.jquery.com/jquery-3.4.1.min.js	(from https://technext.github.io/CryptoCoin/?_ga=2.198476975.1820823984.1669082134-162356297.1667272707)
09:07:09	79665/79665	---M-Z	200	added ('OK')	application/javascript	etag:W/%2213731-2JYXAt9UqpcPHzAIfI0LH2lnx4Q%22	https://cdn.jsdelivr.net/npm/bootstrap@5.0.0/dist/js/bootstrap.bundle.min.js	C:/My%20Web%20Sites/tour/cdn.jsdelivr.net/npm/bootstrap@5.0.0/dist/js/bootstrap.bundle.min.js	(from https://technext.github.io/CryptoCoin/?_ga=2.198476975.1820823984.1669082134-162356297.1667272707)
09:07:10	8156/8156	---M-Z	200	added ('OK')	application/javascript	etag:W/%2263675705-1fdc%22	https://technext.github.io/CryptoCoin/lib/wow/wow.min.js	C:/My%20Web%20Sites/tour/technext.github.io/CryptoCoin/lib/wow/wow.min.js	(from https://technext.github.io/CryptoCoin/?_ga=2.198476975.1820823984.1669082134-162356297.1667272707)
09:07:10	2302/2302	---M-Z	200	added ('OK')	application/javascript	etag:W/%2263675705-8fe%22	https://technext.github.io/CryptoCoin/lib/easing/easing.min.js	C:/My%20Web%20Sites/tour/technext.github.io/CryptoCoin/lib/easing/easing.min.js	(from https://technext.github.io/CryptoCoin/?_ga=2.198476975.1820823984.1669082134-162356297.1667272707)
09:07:11	9028/9028	---M-Z	200	added ('OK')	application/javascript	etag:W/%2263675705-2344%22	https://technext.github.io/CryptoCoin/lib/waypoints/waypoints.min.js	C:/My%20Web%20Sites/tour/technext.github.io/CryptoCoin/lib/waypoints/waypoints.min.js	(from https://technext.github.io/CryptoCoin/?_ga=2.198476975.1820823984.1669082134-162356297.1667272707)
09:07:11	42766/42766	---M-Z	200	added ('OK')	application/javascript	etag:W/%2263675705-a70e%22	https://technext.github.io/CryptoCoin/lib/owlcarousel/owl.carousel.min.js	C:/My%20Web%20Sites/tour/technext.github.io/CryptoCoin/lib/owlcarousel/owl.carousel.min.js	(from https://technext.github.io/CryptoCoin/?_ga=2.198476975.1820823984.1669082134-162356297.1667272707)
09:07:11	2406/2406	---M-Z	200	added ('OK')	application/javascript	etag:W/%2263675705-966%22	https://technext.github.io/CryptoCoin/lib/counterup/counterup.min.js	C:/My%20Web%20Sites/tour/technext.github.io/CryptoCoin/lib/counterup/counterup.min.js	(from https://technext.github.io/CryptoCoin/?_ga=2.198476975.1820823984.1669082134-162356297.1667272707)
09:07:11	2337/2337	---M-Z	200	added ('OK')	application/javascript	etag:W/%2263675705-921%22	https://technext.github.io/CryptoCoin/js/main.js	C:/My%20Web%20Sites/tour/technext.github.io/CryptoCoin/js/main.js	(from https://technext.github.io/CryptoCoin/?_ga=2.198476975.1820823984.1669082134-162356297.1667272707)
09:07:13	4976/4976	---M--	200	added ('OK')	image/png	etag:%2263675705-1370%22	https://technext.github.io/CryptoCoin/lib/owlcarousel/assets/owl.video.play.png	C:/My%20Web%20Sites/tour/technext.github.io/CryptoCoin/lib/owlcarousel/assets/owl.video.play.png	(from https://technext.github.io/CryptoCoin/lib/owlcarousel/assets/owl.carousel.min.css)
09:07:13	85120/85120	---M--	200	added ('OK')	font/woff2	etag:W/%2214c80-7RZ9M14uDLAKgvLXNn8Fy01lV88%22	https://cdn.jsdelivr.net/npm/bootstrap-icons@1.4.1/font/fonts/bootstrap-icons.woff2?231ce25e89ab5804f9a6c427b8d325c9	C:/My%20Web%20Sites/tour/cdn.jsdelivr.net/npm/bootstrap-icons@1.4.1/font/fonts/bootstrap-iconsfb95.woff2	(from https://cdn.jsdelivr.net/npm/bootstrap-icons@1.4.1/font/bootstrap-icons.css)
09:07:14	58/58	---M--	400	error ('Bad%20Request')	text/plain	etag:W/%223a-taO9i3TG0dz45Oeau8VRWJD4Xi8%22	https://cdn.jsdelivr.net/robots.txt		(from https://cdn.jsdelivr.net/npm/bootstrap-icons@1.4.1/font/bootstrap-icons.css)
09:07:14	113532/113532	---M--	200	added ('OK')	font/woff	etag:W/%221bb7c-47yt78jTFi+euyu4fJGbVQNZ9TA%22	https://cdn.jsdelivr.net/npm/bootstrap-icons@1.4.1/font/fonts/bootstrap-icons.woff?231ce25e89ab5804f9a6c427b8d325c9	C:/My%20Web%20Sites/tour/cdn.jsdelivr.net/npm/bootstrap-icons@1.4.1/font/fonts/bootstrap-iconsfb95.woff	(from https://cdn.jsdelivr.net/npm/bootstrap-icons@1.4.1/font/bootstrap-icons.css)
09:07:15	238269/238269	---M--	200	added ('OK')	image/png	etag:%2263675705-3a2bd%22	https://technext.github.io/CryptoCoin/img/hero-2.png	C:/My%20Web%20Sites/tour/technext.github.io/CryptoCoin/img/hero-2.png	(from https://technext.github.io/CryptoCoin/about.html)
